title,university,form,link,category
Читаем русскую классику вместе. М. Булгаков «Мастер и Маргарита»,National Research Tomsk State University,course,https://www.coursera.org/learn/bulgakov-master-i-margarita,language-learning/other-languages
Towards language universals through lexical semantics: introduction to lexical and semantic typology,National Research University Higher School of Economics,course,https://www.coursera.org/learn/lexical-semantic-typology,language-learning/other-languages
Chino básico: Lenguaje y cultura empresarial,Arizona State University,specialization,https://www.coursera.org/specializations/chino-basico,language-learning/other-languages
Русский язык как иностранный B2-2,Saint Petersburg State University,course,https://www.coursera.org/learn/russkiy-kak-inostrannyy-b2-2,language-learning/other-languages
Chino básico: Cómo dar una primera impresión positiva,Arizona State University,course,https://www.coursera.org/learn/chino-primera-impresion,language-learning/other-languages
Akademiskt skrivande,Lund University,course,https://www.coursera.org/learn/akademiskt-skrivande,language-learning/other-languages
Fundamentals of the Chinese character writing (Part 1),Saint Petersburg State University,course,https://www.coursera.org/learn/chinese-character-writing,language-learning/other-languages
Активные процессы в современном русском языке,National Research Tomsk State University,course,https://www.coursera.org/learn/aktivnyye-protsessy-sovremennom-russkom-yazyke,language-learning/other-languages
Русский как иностранный B2-1,Saint Petersburg State University,course,https://www.coursera.org/learn/russkiy-kak-inostrannyy-b2,language-learning/other-languages
Chinese for HSK 3 PART II,Peking University,course,https://www.coursera.org/learn/hsk-3-part2,language-learning/other-languages
中级商务汉语——商务活动篇,Peking University,course,https://www.coursera.org/learn/intermediatechinesebusiness,language-learning/other-languages
Chinese Characters for beginner (2) 汉字(2),Peking University,course,https://www.coursera.org/learn/hanzi-2,language-learning/other-languages
Russian for beginners 2. Русский язык A1,Saint Petersburg State University,course,https://www.coursera.org/learn/russian-a1-part2,language-learning/other-languages
Зарисовки о Сибири. Город Томск: курс русского языка для иностранцев,National Research Tomsk State University,course,https://www.coursera.org/learn/zarisovki-o-sibiri,language-learning/other-languages
Взаимодействие языков и культур: сохраняем и расширяем свою идентичность (на примере изучения татарского языка как родного и иностранного),National Research Tomsk State University,course,https://www.coursera.org/learn/tatar-language-and-culture,language-learning/other-languages
Russian for beginners 3. Русский язык: A1,Saint Petersburg State University,course,https://www.coursera.org/learn/russian-a1-part3,language-learning/other-languages
Русский как иностранный: B1+. Часть 2. Russian as a foreign language. B1+. Part 2.,Saint Petersburg State University,course,https://www.coursera.org/learn/russkiy-kak-inostrannyy-b1-2,language-learning/other-languages
Mandarin Chinese for Intermediate Learners: Part 2,Shanghai Jiao Tong University,course,https://www.coursera.org/learn/mandarin-chinese-intermediate-learners-2,language-learning/other-languages
Mandarin Chinese for Intermediate Learners: Part 3,Shanghai Jiao Tong University,course,https://www.coursera.org/learn/mandarin-chinese-intermediate-learner-3,language-learning/other-languages
Mandarin Chinese for Intermediate Learners: Capstone Project,Shanghai Jiao Tong University,course,https://www.coursera.org/learn/mandarin-chinese-intermediate-learner-capstone,language-learning/other-languages
