title,university,form,link,category
Fundamentals of Management,"University of California, Irvine",course,https://www.coursera.org/learn/fundamentals-of-management,business/leadership-and-management
"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,specialization,https://www.coursera.org/specializations/hotel-management,business/leadership-and-management
Managing Social and Human Capital,University of Pennsylvania,course,https://www.coursera.org/learn/wharton-social-human-capital,business/leadership-and-management
"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,specialization,https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,business/leadership-and-management
Fashion-иллюстрация: технический рисунок,National Research Tomsk State University,course,https://www.coursera.org/learn/modnaya-illyustratsiya,business/leadership-and-management
Six Sigma and the Organization (Advanced),University System of Georgia,course,https://www.coursera.org/learn/six-sigma-organization-advanced,business/leadership-and-management
¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,course,https://www.coursera.org/learn/alta-direccion,business/leadership-and-management
Les Fondamentaux de la Négociation,ESSEC Business School,course,https://www.coursera.org/learn/fondamentaux-negociation,business/leadership-and-management
Leadership Development for Engineers,Rice University,specialization,https://www.coursera.org/specializations/leadership-development-engineers,business/leadership-and-management
Arts and Heritage Management,Università Bocconi,course,https://www.coursera.org/learn/arts-heritage,business/leadership-and-management
Accounting: Principles of Financial Accounting,IESE Business School,course,https://www.coursera.org/learn/financial-accounting,business/leadership-and-management
Conflict Management,"University of California, Irvine",specialization,https://www.coursera.org/specializations/conflict-management,business/leadership-and-management
Conceitos Básicos de Logística e Supply Chain,Universidade Estadual de Campinas,course,https://www.coursera.org/learn/conceitos-basicos-logistica,business/leadership-and-management
Leadership Communication for Maximum Impact: Storytelling,Northwestern University,course,https://www.coursera.org/learn/leadership-storytelling,business/leadership-and-management
Design Thinking,HEC Paris,course,https://www.coursera.org/learn/design-thinking-innovation,business/leadership-and-management
Construction Cost Estimating and Cost Control,Columbia University,course,https://www.coursera.org/learn/construction-cost-estimating,business/leadership-and-management
Réussir le Changement,ESSEC Business School,course,https://www.coursera.org/learn/reussir-le-changement,business/leadership-and-management
Leading transformations: Manage change,Macquarie University,course,https://www.coursera.org/learn/change-management,business/leadership-and-management
Building High-Performing Teams,University of Pennsylvania,course,https://www.coursera.org/learn/high-performing-teams,business/leadership-and-management
Adapting: Career Development,Macquarie University,specialization,https://www.coursera.org/specializations/adapting-career-development,business/leadership-and-management
Эффективный руководитель,Saint Petersburg State University,specialization,https://www.coursera.org/specializations/effektivnyy-rukovoditel,business/leadership-and-management
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,course,https://www.coursera.org/learn/entrepreneurship-strategy,business/leadership-and-management
