title,university,form,link,category
Approaching Music Theory: Melodic Forms and Simple Harmony,California Institute of the Arts,course,https://www.coursera.org/learn/melodic-forms-simple-harmony,arts-and-humanities/music-and-art
Introduction to Game Design,California Institute of the Arts,course,https://www.coursera.org/learn/game-design,arts-and-humanities/music-and-art
Music and Social Action,Yale University,course,https://www.coursera.org/learn/music-and-social-action,arts-and-humanities/music-and-art
Fashion-иллюстрация: технический рисунок,National Research Tomsk State University,course,https://www.coursera.org/learn/modnaya-illyustratsiya,arts-and-humanities/music-and-art
"History of Rock, Part One",University of Rochester,course,https://www.coursera.org/learn/history-of-rock,arts-and-humanities/music-and-art
Web Design: Strategy and Information Architecture,California Institute of the Arts,course,https://www.coursera.org/learn/web-design-strategy,arts-and-humanities/music-and-art
Creative Writing: The Craft of Character,Wesleyan University,course,https://www.coursera.org/learn/craft-of-character,arts-and-humanities/music-and-art
Web Design: Wireframes to Prototypes,California Institute of the Arts,course,https://www.coursera.org/learn/web-design-wireframes-prototypes,arts-and-humanities/music-and-art
Leer a Macondo: la obra de Gabriel García Márquez,Universidad de los Andes,course,https://www.coursera.org/learn/macondo-gabriel-garcia-marquez,arts-and-humanities/music-and-art
Health Across the Gender Spectrum,Stanford University,course,https://www.coursera.org/learn/health-gender-spectrum,arts-and-humanities/music-and-art
Memoir and Personal Essay: Write About Yourself,Wesleyan University,specialization,https://www.coursera.org/specializations/memoir-personal-essay,arts-and-humanities/music-and-art
ART of the MOOC: Public Art and Pedagogy,Duke University,course,https://www.coursera.org/learn/public-art-pedagogy,arts-and-humanities/music-and-art
Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,University of Rochester,course,https://www.coursera.org/learn/audio-engineering,arts-and-humanities/music-and-art
Become a Journalist: Report the News!,Michigan State University,specialization,https://www.coursera.org/specializations/become-a-journalist,arts-and-humanities/music-and-art
Guitar Performance Techniques,Berklee College of Music,course,https://www.coursera.org/learn/guitar-performance,arts-and-humanities/music-and-art
"Plagues, Witches, and War: The Worlds of Historical Fiction",University of Virginia,course,https://www.coursera.org/learn/historical-fiction,arts-and-humanities/music-and-art
Exploring Beethoven’s Piano Sonatas,Curtis Institute of Music,course,https://www.coursera.org/learn/beethoven-piano-sonatas,arts-and-humanities/music-and-art
El Músico Moderno,Berklee College of Music,specialization,https://www.coursera.org/specializations/musico-moderno,arts-and-humanities/music-and-art
Audio Signal Processing for Music Applications,Universitat Pompeu Fabra of Barcelona,course,https://www.coursera.org/learn/audio-signal-processing,arts-and-humanities/music-and-art
Producción Musical y su Efecto en la Composición,Berklee College of Music,course,https://www.coursera.org/learn/produccionycomposicion,arts-and-humanities/music-and-art
Music as Biology: What We Like to Hear and Why,Duke University,course,https://www.coursera.org/learn/music-as-biology,arts-and-humanities/music-and-art
Music Business Foundations,Berklee College of Music,course,https://www.coursera.org/learn/music-business-foundations,arts-and-humanities/music-and-art
Креативная коммуникация: методы и инструменты,Saint Petersburg State University,course,https://www.coursera.org/learn/kreativnaya-kommunikatsiya,arts-and-humanities/music-and-art
VR and 360 Video Production,Google AR & VR,course,https://www.coursera.org/learn/360-vr-video-production,arts-and-humanities/music-and-art
Improvisación de jazz,Berklee College of Music,course,https://www.coursera.org/learn/improvisacion-de-jazz,arts-and-humanities/music-and-art
Art for Games,Michigan State University,specialization,https://www.coursera.org/specializations/art-for-games,arts-and-humanities/music-and-art
Дизайн-методология: управление вдохновением (Design-methodology. Inspiration management),Saint Petersburg State University,course,https://www.coursera.org/learn/dizayn-metodologiya,arts-and-humanities/music-and-art
How to Make a Comic Book (Project-Centered Course),High Tech High Graduate School of Education,course,https://www.coursera.org/learn/make-comic-books,arts-and-humanities/music-and-art
Write Like Mozart: An Introduction to Classical Music Composition,National University of Singapore,course,https://www.coursera.org/learn/classical-composition,arts-and-humanities/music-and-art
"Photography Techniques: Light, Content, and Sharing",Michigan State University,course,https://www.coursera.org/learn/photography-techniques,arts-and-humanities/music-and-art
The Blues: Understanding and Performing an American Art Form,University of Rochester,course,https://www.coursera.org/learn/the-blues,arts-and-humanities/music-and-art
Principles of Photo Composition and Digital Image Post-Production,Michigan State University,course,https://www.coursera.org/learn/photo-composition,arts-and-humanities/music-and-art
Sexing the Canvas: Art and Gender,The University of Melbourne,course,https://www.coursera.org/learn/gender-art,arts-and-humanities/music-and-art
Character Design for Video Games,California Institute of the Arts,course,https://www.coursera.org/learn/game-character-design,arts-and-humanities/music-and-art
Creative Writing: The Craft of Style,Wesleyan University,course,https://www.coursera.org/learn/craft-of-style,arts-and-humanities/music-and-art
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",Berklee College of Music,course,https://www.coursera.org/learn/musicianship-chords,arts-and-humanities/music-and-art
Pixel Art for Video Games,Michigan State University,course,https://www.coursera.org/learn/pixel-art-video-games,arts-and-humanities/music-and-art
