title,university,form,link,category
Autodesk Fusion 360 Integrated CAD/CAM/CAE,Autodesk,course,https://www.coursera.org/learn/fusion-360-integrated-cad-cam-cae,physical-science-and-engineering/mechanical-engineering
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Georgia Institute of Technology,course,https://www.coursera.org/learn/dynamics,physical-science-and-engineering/mechanical-engineering
Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360,Autodesk,course,https://www.coursera.org/learn/mechanical-engineering-design-manufacturing,physical-science-and-engineering/mechanical-engineering
Ingeniería de Tráfico,Pontificia Universidad Católica de Chile,course,https://www.coursera.org/learn/ingenieria-trafico,physical-science-and-engineering/mechanical-engineering
"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",Georgia Institute of Technology,course,https://www.coursera.org/learn/materials-structures,physical-science-and-engineering/mechanical-engineering
Sports and Building Aerodynamics,Eindhoven University of Technology,course,https://www.coursera.org/learn/sports-building-aerodynamics,physical-science-and-engineering/mechanical-engineering
Calculus: Single Variable Part 3 - Integration,University of Pennsylvania,course,https://www.coursera.org/learn/integration-calculus,physical-science-and-engineering/mechanical-engineering
Fundamentals of Fluid-Solid Interactions,École Polytechnique,course,https://www.coursera.org/learn/fluid-solid-interaction,physical-science-and-engineering/mechanical-engineering
3D Model Creation with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/3d-model-creation-fusion-360,physical-science-and-engineering/mechanical-engineering
Converter Circuits,University of Colorado Boulder,course,https://www.coursera.org/learn/converter-circuits,physical-science-and-engineering/mechanical-engineering
Statistical Thermodynamics,University of Colorado Boulder,specialization,https://www.coursera.org/specializations/statistical-thermodynamics-engineering,physical-science-and-engineering/mechanical-engineering
Robotics: Perception,University of Pennsylvania,course,https://www.coursera.org/learn/robotics-perception,physical-science-and-engineering/mechanical-engineering
Protecting the World: Introducing Corrosion Science and Engineering,University of Manchester,course,https://www.coursera.org/learn/corrosion,physical-science-and-engineering/mechanical-engineering
Single Variable Calculus,University of Pennsylvania,course,https://www.coursera.org/learn/discrete-calculus,physical-science-and-engineering/mechanical-engineering
MBSE: Model-Based Systems Engineering,University at Buffalo,course,https://www.coursera.org/learn/mbse,physical-science-and-engineering/mechanical-engineering
Advanced Manufacturing Process Analysis,University at Buffalo,course,https://www.coursera.org/learn/advanced-manufacturing-process-analysis,physical-science-and-engineering/mechanical-engineering
Mechanics of Materials III: Beam Bending,Georgia Institute of Technology,course,https://www.coursera.org/learn/beam-bending,physical-science-and-engineering/mechanical-engineering
Managing Major Engineering Projects,University of Leeds,specialization,https://www.coursera.org/specializations/managing-major-engineering-projects,physical-science-and-engineering/mechanical-engineering
Аддитивные технологии (3D-печать). Вводный курс,Peter the Great St. Petersburg Polytechnic University,course,https://www.coursera.org/learn/additivnye-tekhnologii,physical-science-and-engineering/mechanical-engineering
Autodesk Generative Design for Manufacturing,Autodesk,specialization,https://www.coursera.org/specializations/autodesk-generative-design-manufacturing,physical-science-and-engineering/mechanical-engineering
3D Printing Applications,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/3d-printing-applications,physical-science-and-engineering/mechanical-engineering
Introduction to Basic Vibrations,Korea Advanced Institute of Science and Technology(KAIST),course,https://www.coursera.org/learn/introduction-basic-vibrations,physical-science-and-engineering/mechanical-engineering
Material Processing,Georgia Institute of Technology,course,https://www.coursera.org/learn/material-science-engineering,physical-science-and-engineering/mechanical-engineering
Autodesk Certified Professional: Inventor for Mechanical Design Exam Prep,Autodesk,course,https://www.coursera.org/learn/autodesk-inventor-mechanical-design,physical-science-and-engineering/mechanical-engineering
Robotics: Computational Motion Planning,University of Pennsylvania,course,https://www.coursera.org/learn/robotics-motion-planning,physical-science-and-engineering/mechanical-engineering
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,Georgia Institute of Technology,course,https://www.coursera.org/learn/mechanics2,physical-science-and-engineering/mechanical-engineering
Quantum Mechanics,University of Colorado Boulder,course,https://www.coursera.org/learn/quantum-mechanics,physical-science-and-engineering/mechanical-engineering
Manufacturing Process with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/manufacturing-process-fusion-360,physical-science-and-engineering/mechanical-engineering
Controle Usando a Resposta em Frequência,Instituto Tecnológico de Aeronáutica,course,https://www.coursera.org/learn/resposta-frequencia,physical-science-and-engineering/mechanical-engineering
Engineering Design Process with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/engineering-design-process-fusion-360,physical-science-and-engineering/mechanical-engineering
Converter Control,University of Colorado Boulder,course,https://www.coursera.org/learn/converter-control,physical-science-and-engineering/mechanical-engineering
Generative Design for Additive Manufacturing,Autodesk,course,https://www.coursera.org/learn/generative-design-additive-manufacturing,physical-science-and-engineering/mechanical-engineering
Introduction to Indoor Air Quality,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/intro-indoor-air-quality,physical-science-and-engineering/mechanical-engineering
Intelligent Machining,University at Buffalo,course,https://www.coursera.org/learn/intelligent-machining,physical-science-and-engineering/mechanical-engineering
3D Printing Hardware,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/3d-print-hardware,physical-science-and-engineering/mechanical-engineering
Introducción a los modelos de demanda de transporte,Pontificia Universidad Católica de Chile,course,https://www.coursera.org/learn/demanda-de-transporte,physical-science-and-engineering/mechanical-engineering
3D CAD Application,National Taiwan University,course,https://www.coursera.org/learn/3d-cad-application,physical-science-and-engineering/mechanical-engineering
"L'Art des Structures 2 : treillis, poutres, dalles et cadres",École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/structures2,physical-science-and-engineering/mechanical-engineering
Intro to Acoustics (Part 1),Korea Advanced Institute of Science and Technology(KAIST),course,https://www.coursera.org/learn/intro-to-acoustics,physical-science-and-engineering/mechanical-engineering
Fundamentals of waves and vibrations,École Polytechnique,course,https://www.coursera.org/learn/fundamentals-waves-vibrations,physical-science-and-engineering/mechanical-engineering
Major Engineering Project Performance,University of Leeds,course,https://www.coursera.org/learn/major-engineering-project-performance,physical-science-and-engineering/mechanical-engineering
Calculus: Single Variable Part 4 - Applications,University of Pennsylvania,course,https://www.coursera.org/learn/applications-calculus,physical-science-and-engineering/mechanical-engineering
"Modern Robotics, Course 2: Robot Kinematics",Northwestern University,course,https://www.coursera.org/learn/modernrobotics-course2,physical-science-and-engineering/mechanical-engineering
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Georgia Institute of Technology,course,https://www.coursera.org/learn/motion-and-kinetics,physical-science-and-engineering/mechanical-engineering
Mastering Statics,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/mastering-statics,physical-science-and-engineering/mechanical-engineering
Advanced Converter Control Techniques,University of Colorado Boulder,course,https://www.coursera.org/learn/current-control,physical-science-and-engineering/mechanical-engineering
CAD/BIM技術與應用,National Taiwan University,specialization,https://www.coursera.org/specializations/cad-bim-jianmo,physical-science-and-engineering/mechanical-engineering
"Equilibrio, ¿por qué se caen las cosas?",Pontificia Universidad Católica de Chile,course,https://www.coursera.org/learn/equilibrio,physical-science-and-engineering/mechanical-engineering
Fundamentals of Macroscopic and Microscopic Thermodynamics,University of Colorado Boulder,course,https://www.coursera.org/learn/macroscopic-microscopic-thermodynamics,physical-science-and-engineering/mechanical-engineering
"Pressure, Force, Motion, and Humidity Sensors",University of Colorado Boulder,course,https://www.coursera.org/learn/pressure-force-motion-humidity-sensors,physical-science-and-engineering/mechanical-engineering
