title,university,form,link,category
Trading Algorithms,Indian School of Business,course,https://www.coursera.org/learn/trading-algorithm,business/finance
Interest Rate Models,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/interest-rate-models,business/finance
Managing Your Money: MBA Insights for Undergraduates,"University of California, Irvine",course,https://www.coursera.org/learn/managingmoney,business/finance
Finance for Non-Financial Managers,Emory University,course,https://www.coursera.org/learn/finance-for-non-financial-managers,business/finance
Accounting for Decision Making,University of Michigan,course,https://www.coursera.org/learn/accounting,business/finance
"Managerial Accounting: Cost Behaviors, Systems, and Analysis",University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/accounting-for-managers,business/finance
Corporate Finance I: Measuring and Promoting Value Creation,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/corporate-finance-measure-success,business/finance
The Language and Tools of Financial Analysis,The University of Melbourne,course,https://www.coursera.org/learn/financial-analysis,business/finance
FinTech Law and Policy,Duke University,course,https://www.coursera.org/learn/fintechlawandpolicy,business/finance
Finance for Everyone,McMaster University,specialization,https://www.coursera.org/specializations/finance-for-everyone,business/finance
Administración financiera y su función en la empresa,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/admonfinanciera,business/finance
Understanding Modern Finance,Moscow Institute of Physics and Technology,specialization,https://www.coursera.org/specializations/understanding-modern-finance,business/finance
Analysing: Numeric and digital literacies,Macquarie University,specialization,https://www.coursera.org/specializations/analysing-numeric-digital-literacies,business/finance
Основы риск-менеджмента в Банке,Sberbank Corporate University,course,https://www.coursera.org/learn/osnovy-risk-menedzhmenta-v-banke,business/finance
Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,specialization,https://www.coursera.org/specializations/korporativnyye-finansy,business/finance
Finanzas Corporativas,Universidad Austral,course,https://www.coursera.org/learn/finanzas-corporativas,business/finance
Reinforcement Learning for Trading Strategies,New York Institute of Finance,course,https://www.coursera.org/learn/trading-strategies-reinforcement-learning,business/finance
Accounting Analysis I: The Role of Accounting as an Information System,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/accounting-information-system,business/finance
Time Value of Money,University of Michigan,course,https://www.coursera.org/learn/time-value-of-money,business/finance
Инвестиции в облигации,National Research University Higher School of Economics,course,https://www.coursera.org/learn/investicii-obligacii,business/finance
Créer et développer une startup technologique,École Polytechnique,course,https://www.coursera.org/learn/startup-technologique,business/finance
FinTech Foundations and Overview,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/fintech,business/finance
Финансы компаний: взгляд инвестора и кредитора,Sberbank Corporate University,course,https://www.coursera.org/learn/finansy-companiy,business/finance
Financial Accounting: Advanced Topics,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/financial-accounting-advanced,business/finance
Portfolio and Risk Management,Indian School of Business,course,https://www.coursera.org/learn/portfolio-management,business/finance
Meeting Investors' Goals,University of Geneva,course,https://www.coursera.org/learn/meeting-investors-goals,business/finance
The Role of Global Capital Markets,The University of Melbourne,course,https://www.coursera.org/learn/capital-markets,business/finance
Financial Engineering and Risk Management Part II,Columbia University,course,https://www.coursera.org/learn/financial-engineering-2,business/finance
"Application of AI, InsurTech, and Real Estate Technology",University of Pennsylvania,course,https://www.coursera.org/learn/wharton-ai-application-insurtech-real-estate-technology,business/finance
