title,university,form,link,category
Введение в iOS-разработку,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/ios-razrabotka-na-swift,computer-science/mobile-and-web-development
Diseñando páginas web con Bootstrap 4,Universidad Austral,course,https://www.coursera.org/learn/disenando-paginas-bootstrap4,computer-science/mobile-and-web-development
Smart Device & Mobile Emerging Technologies,Yonsei University,course,https://www.coursera.org/learn/smart-device-mobile-emerging-technologies,computer-science/mobile-and-web-development
Fundamentos de Android,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/fundamentos,computer-science/mobile-and-web-development
Web Application Development with JavaScript and MongoDB,University of London,course,https://www.coursera.org/learn/web-application-development,computer-science/mobile-and-web-development
Unity Certified Programmer Exam Preparation,Unity,specialization,https://www.coursera.org/specializations/unity-certified-programmer,computer-science/mobile-and-web-development
Introduction to iOS App Development with Swift 5,LearnQuest,course,https://www.coursera.org/learn/ios-app-development-swift-5,computer-science/mobile-and-web-development
Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/ionic-cordova,computer-science/mobile-and-web-development
"Programming Languages, Part C",University of Washington,course,https://www.coursera.org/learn/programming-languages-part-c,computer-science/mobile-and-web-development
Foundations of Objective-C App Development,"University of California, Irvine",course,https://www.coursera.org/learn/objective-c,computer-science/mobile-and-web-development
Core Interaction Programming,Unity,course,https://www.coursera.org/learn/core-interaction-programming,computer-science/mobile-and-web-development
Desarrollo de aplicaciones con Android,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/desarrollo-de-aplicaciones,computer-science/mobile-and-web-development
Introduction to Meteor.js Development,University of London,course,https://www.coursera.org/learn/meteor-development,computer-science/mobile-and-web-development
Advanced App Development in Android,Imperial College London,specialization,https://www.coursera.org/specializations/advanced-app-android,computer-science/mobile-and-web-development
Тонкости верстки,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/tonkosti-verstki,computer-science/mobile-and-web-development
"JavaScript, часть 2: прототипы и асинхронность",Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/javascript-prototipy,computer-science/mobile-and-web-development
Handheld AR App Development with Unity,Unity,course,https://www.coursera.org/learn/handheld-ar,computer-science/mobile-and-web-development
Web of Data,EIT Digital,course,https://www.coursera.org/learn/web-data,computer-science/mobile-and-web-development
iOS App Development Basics,University of Toronto,course,https://www.coursera.org/learn/ios-app-development-basics,computer-science/mobile-and-web-development
Responsive Website Tutorial and Examples,University of London,course,https://www.coursera.org/learn/responsive-website-examples,computer-science/mobile-and-web-development
Desarrollo de páginas con Angular,Universidad Austral,course,https://www.coursera.org/learn/desarrollar-paginas-web-con-angular,computer-science/mobile-and-web-development
Multiplatform Mobile App Development with NativeScript,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/nativescript,computer-science/mobile-and-web-development
Introduction to Android graphics,Imperial College London,course,https://www.coursera.org/learn/intro-android-graphics,computer-science/mobile-and-web-development
"Android App Components - Services, Local IPC, and Content Providers",Vanderbilt University,course,https://www.coursera.org/learn/androidapps-2,computer-science/mobile-and-web-development
Programming Mobile Applications for Android Handheld Systems: Part 2,"University of Maryland, College Park",course,https://www.coursera.org/learn/android-programming-2,computer-science/mobile-and-web-development
"Tables, Data & Networking in iOS",LearnQuest,course,https://www.coursera.org/learn/swift-ios-tables-networking,computer-science/mobile-and-web-development
"Desarrollo del lado servidor: NodeJS, Express y MongoDB",Universidad Austral,course,https://www.coursera.org/learn/desarrollo-lado-servidor-nodejs-express-mongodb,computer-science/mobile-and-web-development
Mobile VR App Development with Unity,Unity,course,https://www.coursera.org/learn/mobile-vr-app-development-unity,computer-science/mobile-and-web-development
Project: Build an E-commerce Dashboard with Figma,Rhyme,course,https://www.coursera.org/learn/e-commerce-dashboard-figma,computer-science/mobile-and-web-development
基于Unity引擎的游戏开发基础,Fudan University,course,https://www.coursera.org/learn/unity-yinqing-youxi-kaifa,computer-science/mobile-and-web-development
Rails with Active Record and Action Pack,Johns Hopkins University,course,https://www.coursera.org/learn/rails-with-active-record,computer-science/mobile-and-web-development
Engineering Maintainable Android Apps,Vanderbilt University,course,https://www.coursera.org/learn/engineeringandroidapps,computer-science/mobile-and-web-development
软件测试 (Software Testing),Nanjing University,course,https://www.coursera.org/learn/ruanjian-ceshi,computer-science/mobile-and-web-development
App Design and Development for iOS,University of Toronto,course,https://www.coursera.org/learn/ios-app-design-development,computer-science/mobile-and-web-development
Многопоточность и сетевое взаимодействие в Android,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/android-multithreading-and-network,computer-science/mobile-and-web-development
Архитектура Android-приложений,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/android-app-architecture,computer-science/mobile-and-web-development
"Desarrollo de Aplicaciones Mobile Multiplataforma con Nativescript, Angular y Redux",Universidad Austral,course,https://www.coursera.org/learn/aplicaciones-mobile-multiplataforma-nativescript-angular-redux,computer-science/mobile-and-web-development
Android Graphics with OpenGL ES,Imperial College London,course,https://www.coursera.org/learn/android-graphics-opengl-es,computer-science/mobile-and-web-development
Пользовательский интерфейс,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/user-interface,computer-science/mobile-and-web-development
Best Practices for iOS User Interface Design,"University of California, Irvine",course,https://www.coursera.org/learn/ui,computer-science/mobile-and-web-development
Networking and Security in iOS Applications,"University of California, Irvine",course,https://www.coursera.org/learn/security,computer-science/mobile-and-web-development
Ruby on Rails Web Services and Integration with MongoDB,Johns Hopkins University,course,https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb,computer-science/mobile-and-web-development
Desarrollo de aplicaciones avanzadas con Android,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/aplicaciones-android,computer-science/mobile-and-web-development
Project: Build a Simple App in Android Studio with Java,Rhyme,course,https://www.coursera.org/learn/build-app-android-studio-java,computer-science/mobile-and-web-development
Разработка интерфейсов: финальный проект,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/razrabotka-interfeysov-proyekt,computer-science/mobile-and-web-development
iOS App Store & In-App Purchases,LearnQuest,course,https://www.coursera.org/learn/ios-swift-app-store-in-app-purchase,computer-science/mobile-and-web-development
Application Systems Programming,Unity,course,https://www.coursera.org/learn/application-systems-programming,computer-science/mobile-and-web-development
Responsive Website Development and Design Capstone,University of London,course,https://www.coursera.org/learn/responsive-web-design-capstone,computer-science/mobile-and-web-development
Многопоточность,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/ios-multithreading,computer-science/mobile-and-web-development
Build Your Own iOS App,University of Toronto,course,https://www.coursera.org/learn/build-app,computer-science/mobile-and-web-development
3D Art and Audio Pipeline,Unity,course,https://www.coursera.org/learn/3d-art-and-audio-pipeline,computer-science/mobile-and-web-development
3D Interactions and Navigation,Unity,course,https://www.coursera.org/learn/3d-interactions-and-navigation,computer-science/mobile-and-web-development
3D Graphics in Android: Sensors and VR,Imperial College London,course,https://www.coursera.org/learn/3d-graphics-android-sensors-vr,computer-science/mobile-and-web-development
基于Unity引擎的游戏开发进阶,Fudan University,course,https://www.coursera.org/learn/unity-kaifa-jinjie,computer-science/mobile-and-web-development
Desenvolvimento e Design de Aplicativos para iPhone,Universidade Estadual de Campinas,specialization,https://www.coursera.org/specializations/desenvolvimento-aplicativos,computer-science/mobile-and-web-development
Getting started with Augmented Reality,Institut Mines-Télécom,course,https://www.coursera.org/learn/augmented-reality,computer-science/mobile-and-web-development
Advanced App Development in Android Capstone,Imperial College London,course,https://www.coursera.org/learn/aada-capstone,computer-science/mobile-and-web-development
"Capstone MOOC for ""Android App Development""",Vanderbilt University,course,https://www.coursera.org/learn/aadcapstone,computer-science/mobile-and-web-development
"Application Deployment, Debug, Performance 日本語版",Google Cloud,course,https://www.coursera.org/learn/app-deployment-debugging-performance-jp,computer-science/mobile-and-web-development
